187,5.2309
634,4.7811
1204,4.5145
1871,5.172
2550,4.6487
3528,4.8607
3889,4.5986
4557,4.456
4895,4.7038
5666,4.4024
6220,4.6439
6918,4.7372
7576,6.1065
8250,6.0557
8604,6.0452
9270,6.1613
9630,5.8123
10278,5.82
11296,5.7003
11982,7.1696
12328,6.739
12654,7.2348
13336,7.0261
14323,7.5234
14683,6.625
15327,7.0888
16034,8.4162
16682,8.6075
17373,8.4346
17401,8.2649
18377,8.4154
18677,8.5391
19744,8.2314
20088,8.2435
20426,8.8166
21452,8.7081
21776,8.1649
22476,7.8407
23129,8.2764
23451,8.7268
24450,8.546
24804,8.3449
25779,8.5301
26146,8.4638
26727,9.1037
27515,8.3191
27863,8.4023
28752,9.3296
29153,10.174
29532,9.6232
30077,9.3992
30798,9.3334
31546,9.3614
32189,10.088
32442,9.512
33510,9.9228
33772,9.2288
34580,4.3139
34911,4.1188
35837,3.858
36161,3.9188
36792,3.8434
37284,3.8442
38196,4.0826
